date,season,game_type,home_team,home_team_reg_score,home_team_fin_score,away_team,away_team_reg_score,away_team_fin_score,went_to_shoot_out
2017-04-16,20162017,P,St. Louis Blues,3,3,Minnesota Wild,1,1,False
2017-04-16,20162017,P,Columbus Blue Jackets,4,4,Pittsburgh Penguins,4,5,False
2017-04-16,20162017,P,New York Rangers,1,1,Montréal Canadiens,3,3,False
2017-04-16,20162017,P,San Jose Sharks,0,0,Edmonton Oilers,1,1,False
2017-04-17,20162017,P,Boston Bruins,3,3,Ottawa Senators,3,4,False
2017-04-17,20162017,P,Toronto Maple Leafs,3,4,Washington Capitals,3,3,False
2017-04-17,20162017,P,Nashville Predators,2,3,Chicago Blackhawks,2,2,False
2017-04-17,20162017,P,Calgary Flames,4,4,Anaheim Ducks,4,5,False
2017-04-18,20162017,P,New York Rangers,2,2,Montréal Canadiens,1,1,False
2017-04-18,20162017,P,Columbus Blue Jackets,5,5,Pittsburgh Penguins,4,4,False
2017-04-18,20162017,P,San Jose Sharks,7,7,Edmonton Oilers,0,0,False
2017-04-19,20162017,P,Toronto Maple Leafs,4,4,Washington Capitals,5,5,False
2017-04-19,20162017,P,Boston Bruins,0,0,Ottawa Senators,1,1,False
2017-04-19,20162017,P,St. Louis Blues,0,0,Minnesota Wild,2,2,False
2017-04-19,20162017,P,Calgary Flames,1,1,Anaheim Ducks,3,3,False
2017-04-20,20162017,P,Montréal Canadiens,2,2,New York Rangers,2,3,False
2017-04-20,20162017,P,Pittsburgh Penguins,5,5,Columbus Blue Jackets,2,2,False
2017-04-20,20162017,P,Nashville Predators,4,4,Chicago Blackhawks,1,1,False
2017-04-20,20162017,P,Edmonton Oilers,3,4,San Jose Sharks,3,3,False
2017-04-21,20162017,P,Washington Capitals,1,2,Toronto Maple Leafs,1,1,False
2017-04-21,20162017,P,Ottawa Senators,2,2,Boston Bruins,2,3,False
2017-04-22,20162017,P,Minnesota Wild,3,3,St. Louis Blues,3,4,False
2017-04-22,20162017,P,New York Rangers,3,3,Montréal Canadiens,1,1,False
2017-04-22,20162017,P,San Jose Sharks,1,1,Edmonton Oilers,3,3,False
2017-04-23,20162017,P,Boston Bruins,2,2,Ottawa Senators,2,3,False
2017-04-23,20162017,P,Toronto Maple Leafs,1,1,Washington Capitals,1,2,False
2017-04-26,20162017,P,St. Louis Blues,3,3,Nashville Predators,4,4,False
2017-04-26,20162017,P,Anaheim Ducks,3,3,Edmonton Oilers,5,5,False
2017-04-27,20162017,P,Ottawa Senators,2,2,New York Rangers,1,1,False
2017-04-27,20162017,P,Washington Capitals,2,2,Pittsburgh Penguins,3,3,False
2017-04-28,20162017,P,St. Louis Blues,3,3,Nashville Predators,2,2,False
2017-04-28,20162017,P,Anaheim Ducks,1,1,Edmonton Oilers,2,2,False
2017-04-29,20162017,P,Ottawa Senators,5,6,New York Rangers,5,5,False
2017-04-29,20162017,P,Washington Capitals,2,2,Pittsburgh Penguins,6,6,False
2017-04-30,20162017,P,Nashville Predators,3,3,St. Louis Blues,1,1,False
2017-04-30,20162017,P,Edmonton Oilers,3,3,Anaheim Ducks,6,6,False
2017-05-01,20162017,P,Pittsburgh Penguins,2,2,Washington Capitals,2,3,False
2017-05-02,20162017,P,New York Rangers,4,4,Ottawa Senators,1,1,False
2017-05-02,20162017,P,Nashville Predators,2,2,St. Louis Blues,1,1,False
2017-05-03,20162017,P,Pittsburgh Penguins,3,3,Washington Capitals,2,2,False
2017-05-03,20162017,P,Edmonton Oilers,3,3,Anaheim Ducks,3,4,False
2017-05-04,20162017,P,New York Rangers,4,4,Ottawa Senators,1,1,False
2017-05-05,20162017,P,St. Louis Blues,2,2,Nashville Predators,1,1,False
2017-05-05,20162017,P,Anaheim Ducks,3,4,Edmonton Oilers,3,3,False
2017-05-06,20162017,P,Ottawa Senators,4,5,New York Rangers,4,4,False
2017-05-06,20162017,P,Washington Capitals,4,4,Pittsburgh Penguins,2,2,False
2017-05-07,20162017,P,Nashville Predators,3,3,St. Louis Blues,1,1,False
2017-05-07,20162017,P,Edmonton Oilers,7,7,Anaheim Ducks,1,1,False
2017-05-08,20162017,P,Pittsburgh Penguins,2,2,Washington Capitals,5,5,False
2017-05-09,20162017,P,New York Rangers,2,2,Ottawa Senators,4,4,False
2017-05-10,20162017,P,Washington Capitals,0,0,Pittsburgh Penguins,2,2,False
2017-05-10,20162017,P,Anaheim Ducks,2,2,Edmonton Oilers,1,1,False
2017-05-12,20162017,P,Anaheim Ducks,2,2,Nashville Predators,2,3,False
2017-05-13,20162017,P,Pittsburgh Penguins,1,1,Ottawa Senators,1,2,False
2017-05-14,20162017,P,Anaheim Ducks,5,5,Nashville Predators,3,3,False
2017-05-15,20162017,P,Pittsburgh Penguins,1,1,Ottawa Senators,0,0,False
2017-05-16,20162017,P,Nashville Predators,2,2,Anaheim Ducks,1,1,False
2017-05-17,20162017,P,Ottawa Senators,5,5,Pittsburgh Penguins,1,1,False
2017-05-18,20162017,P,Nashville Predators,2,2,Anaheim Ducks,2,3,False
2017-05-19,20162017,P,Ottawa Senators,2,2,Pittsburgh Penguins,3,3,False
2017-05-20,20162017,P,Anaheim Ducks,1,1,Nashville Predators,3,3,False
2017-05-21,20162017,P,Pittsburgh Penguins,7,7,Ottawa Senators,0,0,False
2017-05-22,20162017,P,Nashville Predators,6,6,Anaheim Ducks,3,3,False
2017-05-23,20162017,P,Ottawa Senators,2,2,Pittsburgh Penguins,1,1,False
2017-05-25,20162017,P,Pittsburgh Penguins,2,3,Ottawa Senators,2,2,False
2017-05-29,20162017,P,Pittsburgh Penguins,5,5,Nashville Predators,3,3,False
2017-05-31,20162017,P,Pittsburgh Penguins,4,4,Nashville Predators,1,1,False
2017-06-03,20162017,P,Nashville Predators,5,5,Pittsburgh Penguins,1,1,False
2017-06-05,20162017,P,Nashville Predators,4,4,Pittsburgh Penguins,1,1,False
2017-06-08,20162017,P,Pittsburgh Penguins,6,6,Nashville Predators,0,0,False
2017-06-11,20162017,P,Nashville Predators,0,0,Pittsburgh Penguins,2,2,False
2017-09-16,20172018,PR,Los Angeles Kings,3,3,Vancouver Canucks,3,4,False
2017-09-17,20172018,PR,New York Islanders,2,3,Philadelphia Flyers,2,2,False
2017-09-17,20172018,PR,Vancouver Canucks,4,4,Vegas Golden Knights,9,9,False
2017-09-18,20172018,PR,Buffalo Sabres,2,2,Carolina Hurricanes,2,3,False
2017-09-18,20172018,PR,Boston Bruins,3,3,Montréal Canadiens,2,2,False
2017-09-18,20172018,PR,New York Rangers,0,1,New York Islanders,0,0,False
2017-09-18,20172018,PR,New Jersey Devils,4,4,Washington Capitals,1,1,False
2017-09-18,20172018,PR,Ottawa Senators,6,6,Toronto Maple Leafs,2,2,False
2017-09-18,20172018,PR,Winnipeg Jets,2,2,Minnesota Wild,2,3,True
2017-09-18,20172018,PR,Edmonton Oilers,5,5,Calgary Flames,2,2,False
2017-09-18,20172018,PR,Calgary Flames,4,4,Edmonton Oilers,5,5,False
2017-09-19,20172018,PR,Nashville Predators,3,3,Florida Panthers,5,5,False
2017-09-19,20172018,PR,Columbus Blue Jackets,2,2,Chicago Blackhawks,5,5,False
2017-09-19,20172018,PR,Boston Bruins,4,4,Detroit Red Wings,2,2,False
2017-09-19,20172018,PR,Buffalo Sabres,3,4,Pittsburgh Penguins,3,3,False
2017-09-19,20172018,PR,Tampa Bay Lightning,1,1,Carolina Hurricanes,2,2,False
2017-09-19,20172018,PR,Toronto Maple Leafs,2,2,Ottawa Senators,5,5,False
2017-09-19,20172018,PR,Nashville Predators,2,3,Florida Panthers,2,2,False
2017-09-19,20172018,PR,Dallas Stars,5,5,St. Louis Blues,3,3,False
2017-09-19,20172018,PR,Colorado Avalanche,1,1,Vegas Golden Knights,4,4,False
2017-09-19,20172018,PR,San Jose Sharks,5,5,Anaheim Ducks,0,0,False
2017-09-20,20172018,PR,Pittsburgh Penguins,5,6,Detroit Red Wings,5,5,False
2017-09-20,20172018,PR,New York Rangers,3,4,New Jersey Devils,3,3,False
2017-09-20,20172018,PR,Philadelphia Flyers,2,3,New York Islanders,2,2,False
2017-09-20,20172018,PR,New York Islanders,3,3,Philadelphia Flyers,2,2,False
2017-09-20,20172018,PR,Carolina Hurricanes,3,3,Tampa Bay Lightning,4,4,False
2017-09-20,20172018,PR,Montréal Canadiens,2,2,Washington Capitals,4,4,False
2017-09-20,20172018,PR,St. Louis Blues,2,3,Columbus Blue Jackets,2,2,False
2017-09-20,20172018,PR,Winnipeg Jets,1,1,Edmonton Oilers,4,4,False
2017-09-20,20172018,PR,Calgary Flames,3,3,Vancouver Canucks,5,5,False
2017-09-20,20172018,PR,Anaheim Ducks,1,1,Arizona Coyotes,5,5,False
2017-09-21,20172018,PR,Los Angeles Kings,5,5,Vancouver Canucks,2,2,False
2017-09-21,20172018,PR,Montréal Canadiens,1,1,New Jersey Devils,4,4,False
2017-09-21,20172018,PR,Boston Bruins,1,2,Philadelphia Flyers,1,1,False
2017-09-21,20172018,PR,Minnesota Wild,1,1,Winnipeg Jets,0,0,False
2017-09-21,20172018,PR,Chicago Blackhawks,6,6,Detroit Red Wings,1,1,False
2017-09-21,20172018,PR,Colorado Avalanche,5,5,Dallas Stars,1,1,False
2017-09-21,20172018,PR,San Jose Sharks,5,5,Vegas Golden Knights,2,2,False
2017-09-22,20172018,PR,Columbus Blue Jackets,3,3,Pittsburgh Penguins,4,4,False
2017-09-22,20172018,PR,Washington Capitals,0,0,St. Louis Blues,4,4,False
2017-09-22,20172018,PR,Toronto Maple Leafs,3,3,Buffalo Sabres,0,0,False
2017-09-22,20172018,PR,Tampa Bay Lightning,3,3,Nashville Predators,1,1,False
2017-09-22,20172018,PR,New York Islanders,2,2,New York Rangers,1,1,False
2017-09-22,20172018,PR,Calgary Flames,4,4,Arizona Coyotes,2,2,False
2017-09-22,20172018,PR,Edmonton Oilers,5,5,Vancouver Canucks,3,3,False
2017-09-22,20172018,PR,Anaheim Ducks,4,4,Los Angeles Kings,2,2,False
2017-09-23,20172018,PR,Vancouver Canucks,3,3,Los Angeles Kings,3,4,True
2017-09-23,20172018,PR,Minnesota Wild,2,2,Colorado Avalanche,1,1,False
2017-09-23,20172018,PR,Detroit Red Wings,5,5,Boston Bruins,1,1,False
2017-09-23,20172018,PR,Washington Capitals,1,1,Carolina Hurricanes,4,4,False
2017-09-23,20172018,PR,Ottawa Senators,5,5,Montréal Canadiens,1,1,False
2017-09-23,20172018,PR,New Jersey Devils,2,2,New York Rangers,1,1,False
2017-09-23,20172018,PR,Buffalo Sabres,1,1,Toronto Maple Leafs,3,3,False
2017-09-23,20172018,PR,St. Louis Blues,0,0,Dallas Stars,4,4,False
2017-09-23,20172018,PR,Chicago Blackhawks,2,2,Columbus Blue Jackets,3,3,False
2017-09-23,20172018,PR,Arizona Coyotes,4,4,San Jose Sharks,4,5,True
2017-09-23,20172018,PR,Edmonton Oilers,6,6,Winnipeg Jets,2,2,False
2017-09-24,20172018,PR,Columbus Blue Jackets,3,3,Nashville Predators,5,5,False
2017-09-24,20172018,PR,Tampa Bay Lightning,2,2,Florida Panthers,4,4,False
2017-09-24,20172018,PR,Colorado Avalanche,5,5,Minnesota Wild,1,1,False
2017-09-24,20172018,PR,Anaheim Ducks,2,2,Vegas Golden Knights,4,4,False
2017-09-24,20172018,PR,Pittsburgh Penguins,1,1,St. Louis Blues,4,4,False
2017-09-25,20172018,PR,Ottawa Senators,1,1,New Jersey Devils,8,8,False
2017-09-25,20172018,PR,Boston Bruins,4,4,Chicago Blackhawks,2,2,False
2017-09-25,20172018,PR,New York Islanders,3,3,New Jersey Devils,0,0,False
2017-09-25,20172018,PR,New York Rangers,2,3,Philadelphia Flyers,2,2,False
2017-09-25,20172018,PR,Toronto Maple Leafs,5,5,Montréal Canadiens,1,1,False
2017-09-25,20172018,PR,Detroit Red Wings,4,4,Pittsburgh Penguins,1,1,False
2017-09-25,20172018,PR,Winnipeg Jets,5,5,Calgary Flames,2,2,False
2017-09-25,20172018,PR,Dallas Stars,2,2,Colorado Avalanche,4,4,False
2017-09-25,20172018,PR,Edmonton Oilers,2,2,Carolina Hurricanes,6,6,False
2017-09-25,20172018,PR,Arizona Coyotes,4,4,Anaheim Ducks,6,6,False
2017-09-26,20172018,PR,Philadelphia Flyers,3,4,New York Rangers,3,3,False
2017-09-26,20172018,PR,Columbus Blue Jackets,5,5,St. Louis Blues,2,2,False
2017-09-26,20172018,PR,Florida Panthers,4,4,Tampa Bay Lightning,2,2,False
2017-09-26,20172018,PR,Dallas Stars,4,4,Minnesota Wild,1,1,False
2017-09-26,20172018,PR,Vegas Golden Knights,2,2,Los Angeles Kings,2,3,False
2017-09-27,20172018,PR,Pittsburgh Penguins,5,5,Buffalo Sabres,4,4,False
2017-09-27,20172018,PR,Washington Capitals,1,1,New Jersey Devils,4,4,False
2017-09-27,20172018,PR,Montréal Canadiens,2,2,Toronto Maple Leafs,4,4,False
2017-09-27,20172018,PR,Winnipeg Jets,5,5,Ottawa Senators,3,3,False
2017-09-27,20172018,PR,Carolina Hurricanes,0,0,Edmonton Oilers,4,4,False
2017-09-28,20172018,PR,Florida Panthers,5,5,Tampa Bay Lightning,2,2,False
2017-09-28,20172018,PR,Philadelphia Flyers,5,5,Boston Bruins,1,1,False
2017-09-28,20172018,PR,Detroit Red Wings,2,2,Chicago Blackhawks,4,4,False
2017-09-28,20172018,PR,Nashville Predators,3,3,Columbus Blue Jackets,3,4,True
2017-09-28,20172018,PR,St. Louis Blues,2,2,Minnesota Wild,3,3,False
2017-09-28,20172018,PR,Vancouver Canucks,3,3,Calgary Flames,1,1,False
2017-09-28,20172018,PR,Vegas Golden Knights,2,2,Colorado Avalanche,4,4,False
2017-09-28,20172018,PR,Anaheim Ducks,3,3,San Jose Sharks,0,0,False
2017-09-28,20172018,PR,Los Angeles Kings,4,4,Arizona Coyotes,1,1,False
2017-09-29,20172018,PR,Montréal Canadiens,3,3,Florida Panthers,1,1,False
2017-09-29,20172018,PR,Buffalo Sabres,1,1,New York Islanders,3,3,False
2017-09-29,20172018,PR,Detroit Red Wings,2,2,Toronto Maple Leafs,4,4,False
2017-09-29,20172018,PR,Carolina Hurricanes,3,3,Washington Capitals,1,1,False
2017-09-30,20172018,PR,Pittsburgh Penguins,0,0,Columbus Blue Jackets,3,3,False
2017-09-30,20172018,PR,Toronto Maple Leafs,2,2,Detroit Red Wings,2,3,True
2017-09-30,20172018,PR,Montréal Canadiens,9,9,Ottawa Senators,2,2,False
2017-09-30,20172018,PR,Minnesota Wild,5,5,Dallas Stars,1,1,False
2017-09-30,20172018,PR,Nashville Predators,2,2,Tampa Bay Lightning,2,3,False
2017-09-30,20172018,PR,Chicago Blackhawks,1,1,Boston Bruins,0,0,False
2017-09-30,20172018,PR,Calgary Flames,2,3,Winnipeg Jets,2,2,True
2017-09-30,20172018,PR,San Jose Sharks,0,0,Arizona Coyotes,4,4,False
2017-09-30,20172018,PR,Vancouver Canucks,3,3,Edmonton Oilers,2,2,False
2017-09-30,20172018,PR,Los Angeles Kings,0,1,Anaheim Ducks,0,0,False
2017-10-01,20172018,PR,St. Louis Blues,3,3,Washington Capitals,4,4,False
2017-10-01,20172018,PR,Philadelphia Flyers,2,2,New York Islanders,5,5,False
2017-10-01,20172018,PR,Vegas Golden Knights,3,3,San Jose Sharks,5,5,False
2017-10-04,20172018,R,Winnipeg Jets,2,2,Toronto Maple Leafs,7,7,False
2017-10-04,20172018,R,Pittsburgh Penguins,4,4,St. Louis Blues,4,5,False
2017-10-04,20172018,R,Edmonton Oilers,3,3,Calgary Flames,0,0,False
2017-10-04,20172018,R,San Jose Sharks,3,3,Philadelphia Flyers,5,5,False
2017-10-05,20172018,R,Boston Bruins,4,4,Nashville Predators,3,3,False
2017-10-05,20172018,R,Buffalo Sabres,2,2,Montréal Canadiens,2,3,True
2017-10-05,20172018,R,New York Rangers,2,2,Colorado Avalanche,4,4,False
2017-10-05,20172018,R,Ottawa Senators,4,4,Washington Capitals,4,5,True
2017-10-05,20172018,R,Detroit Red Wings,4,4,Minnesota Wild,2,2,False
2017-10-05,20172018,R,Chicago Blackhawks,10,10,Pittsburgh Penguins,1,1,False
2017-10-05,20172018,R,Anaheim Ducks,5,5,Arizona Coyotes,4,4,False
2017-10-05,20172018,R,Los Angeles Kings,2,2,Philadelphia Flyers,0,0,False
2017-10-06,20172018,R,Columbus Blue Jackets,5,5,New York Islanders,0,0,False
2017-10-06,20172018,R,Tampa Bay Lightning,5,5,Florida Panthers,3,3,False
2017-10-06,20172018,R,Dallas Stars,1,1,Vegas Golden Knights,2,2,False
2017-10-07,20172018,R,New Jersey Devils,4,4,Colorado Avalanche,1,1,False
2017-10-07,20172018,R,Toronto Maple Leafs,8,8,New York Rangers,5,5,False
2017-10-07,20172018,R,Ottawa Senators,1,1,Detroit Red Wings,1,2,True
2017-10-07,20172018,R,Florida Panthers,5,5,Tampa Bay Lightning,4,4,False
2017-10-07,20172018,R,New York Islanders,6,6,Buffalo Sabres,3,3,False
2017-10-07,20172018,R,Pittsburgh Penguins,4,4,Nashville Predators,0,0,False
2017-10-07,20172018,R,Washington Capitals,6,6,Montréal Canadiens,1,1,False
2017-10-07,20172018,R,Carolina Hurricanes,4,5,Minnesota Wild,4,4,True
2017-10-07,20172018,R,St. Louis Blues,4,4,Dallas Stars,2,2,False
2017-10-07,20172018,R,Chicago Blackhawks,5,5,Columbus Blue Jackets,1,1,False
2017-10-07,20172018,R,Arizona Coyotes,1,1,Vegas Golden Knights,1,2,False
2017-10-07,20172018,R,Vancouver Canucks,3,3,Edmonton Oilers,2,2,False
2017-10-07,20172018,R,Anaheim Ducks,2,2,Philadelphia Flyers,2,3,False
2017-10-07,20172018,R,Calgary Flames,6,6,Winnipeg Jets,3,3,False
2017-10-07,20172018,R,San Jose Sharks,1,1,Los Angeles Kings,4,4,False
2017-10-08,20172018,R,New York Rangers,2,2,Montréal Canadiens,0,0,False
2017-10-09,20172018,R,Boston Bruins,0,0,Colorado Avalanche,4,4,False
2017-10-09,20172018,R,New York Islanders,2,2,St. Louis Blues,2,3,True
2017-10-09,20172018,R,Buffalo Sabres,2,2,New Jersey Devils,6,6,False
2017-10-09,20172018,R,Toronto Maple Leafs,3,4,Chicago Blackhawks,3,3,False
2017-10-09,20172018,R,Tampa Bay Lightning,3,4,Washington Capitals,3,3,False
2017-10-09,20172018,R,Edmonton Oilers,2,2,Winnipeg Jets,5,5,False
2017-10-09,20172018,R,Anaheim Ducks,0,0,Calgary Flames,2,2,False
2017-10-10,20172018,R,New York Rangers,1,1,St. Louis Blues,3,3,False
2017-10-10,20172018,R,Carolina Hurricanes,1,1,Columbus Blue Jackets,1,2,False
2017-10-10,20172018,R,Montréal Canadiens,1,1,Chicago Blackhawks,3,3,False
2017-10-10,20172018,R,Nashville Predators,6,6,Philadelphia Flyers,5,5,False
2017-10-10,20172018,R,Dallas Stars,4,4,Detroit Red Wings,2,2,False
2017-10-10,20172018,R,Vancouver Canucks,2,2,Ottawa Senators,2,3,True
2017-10-10,20172018,R,Vegas Golden Knights,5,5,Arizona Coyotes,2,2,False
2017-10-11,20172018,R,Toronto Maple Leafs,3,3,New Jersey Devils,6,6,False
2017-10-11,20172018,R,Washington Capitals,2,2,Pittsburgh Penguins,3,3,False
2017-10-11,20172018,R,Colorado Avalanche,6,6,Boston Bruins,3,3,False
2017-10-11,20172018,R,Anaheim Ducks,3,3,New York Islanders,2,2,False
2017-10-11,20172018,R,Los Angeles Kings,3,3,Calgary Flames,3,4,False
2017-10-12,20172018,R,Tampa Bay Lightning,5,5,Pittsburgh Penguins,4,4,False
2017-10-12,20172018,R,Florida Panthers,5,5,St. Louis Blues,2,2,False
2017-10-12,20172018,R,Nashville Predators,4,4,Dallas Stars,1,1,False
2017-10-12,20172018,R,Chicago Blackhawks,2,2,Minnesota Wild,5,5,False
2017-10-12,20172018,R,Vancouver Canucks,2,2,Winnipeg Jets,4,4,False
2017-10-12,20172018,R,Arizona Coyotes,2,2,Detroit Red Wings,4,4,False
2017-10-12,20172018,R,San Jose Sharks,3,3,Buffalo Sabres,2,2,False
2017-10-13,20172018,R,New Jersey Devils,2,2,Washington Capitals,5,5,False
2017-10-13,20172018,R,Columbus Blue Jackets,3,3,New York Rangers,1,1,False
2017-10-13,20172018,R,Colorado Avalanche,3,3,Anaheim Ducks,1,1,False
2017-10-13,20172018,R,Calgary Flames,0,0,Ottawa Senators,6,6,False
2017-10-13,20172018,R,Vegas Golden Knights,3,3,Detroit Red Wings,6,6,False
2017-10-14,20172018,R,Winnipeg Jets,2,2,Carolina Hurricanes,1,1,False
2017-10-14,20172018,R,Montréal Canadiens,3,3,Toronto Maple Leafs,3,4,False
2017-10-14,20172018,R,Tampa Bay Lightning,2,2,St. Louis Blues,1,1,False
2017-10-14,20172018,R,New York Rangers,2,2,New Jersey Devils,3,3,False
2017-10-14,20172018,R,Philadelphia Flyers,8,8,Washington Capitals,2,2,False
2017-10-14,20172018,R,Pittsburgh Penguins,4,4,Florida Panthers,3,3,False
2017-10-14,20172018,R,Dallas Stars,3,3,Colorado Avalanche,1,1,False
2017-10-14,20172018,R,Minnesota Wild,4,4,Columbus Blue Jackets,4,5,False
2017-10-14,20172018,R,Chicago Blackhawks,1,2,Nashville Predators,1,1,False
2017-10-14,20172018,R,Arizona Coyotes,2,2,Boston Bruins,6,6,False
2017-10-14,20172018,R,Vancouver Canucks,2,2,Calgary Flames,5,5,False
2017-10-14,20172018,R,Edmonton Oilers,1,1,Ottawa Senators,6,6,False
2017-10-14,20172018,R,Los Angeles Kings,4,4,Buffalo Sabres,2,2,False
2017-10-14,20172018,R,San Jose Sharks,1,1,New York Islanders,3,3,False
2017-10-15,20172018,R,Vegas Golden Knights,3,3,Boston Bruins,1,1,False
2017-10-15,20172018,R,Anaheim Ducks,1,1,Buffalo Sabres,3,3,False
2017-10-15,20172018,R,Los Angeles Kings,3,3,New York Islanders,2,2,False
2017-10-16,20172018,R,Detroit Red Wings,2,2,Tampa Bay Lightning,3,3,False
2017-10-17,20172018,R,New York Rangers,4,4,Pittsburgh Penguins,4,5,False
2017-10-17,20172018,R,Philadelphia Flyers,5,5,Florida Panthers,1,1,False
2017-10-17,20172018,R,Washington Capitals,0,0,Toronto Maple Leafs,2,2,False
2017-10-17,20172018,R,New Jersey Devils,4,5,Tampa Bay Lightning,4,4,True
2017-10-17,20172018,R,Ottawa Senators,0,0,Vancouver Canucks,3,3,False
2017-10-17,20172018,R,Nashville Predators,4,4,Colorado Avalanche,1,1,False
2017-10-17,20172018,R,Winnipeg Jets,2,2,Columbus Blue Jackets,5,5,False
2017-10-17,20172018,R,Dallas Stars,3,3,Arizona Coyotes,1,1,False
2017-10-17,20172018,R,Edmonton Oilers,3,3,Carolina Hurricanes,5,5,False
2017-10-17,20172018,R,Vegas Golden Knights,4,5,Buffalo Sabres,4,4,False
2017-10-17,20172018,R,San Jose Sharks,5,5,Montréal Canadiens,2,2,False
2017-10-18,20172018,R,Toronto Maple Leafs,6,6,Detroit Red Wings,3,3,False
2017-10-18,20172018,R,St. Louis Blues,5,5,Chicago Blackhawks,2,2,False
2017-10-18,20172018,R,Los Angeles Kings,5,5,Montréal Canadiens,1,1,False
2017-10-19,20172018,R,Boston Bruins,6,6,Vancouver Canucks,3,3,False
2017-10-19,20172018,R,New York Rangers,3,3,New York Islanders,3,4,True
2017-10-19,20172018,R,Philadelphia Flyers,0,0,Nashville Predators,1,1,False
2017-10-19,20172018,R,Columbus Blue Jackets,0,0,Tampa Bay Lightning,2,2,False
2017-10-19,20172018,R,Ottawa Senators,4,4,New Jersey Devils,4,5,False
2017-10-19,20172018,R,Chicago Blackhawks,1,1,Edmonton Oilers,1,2,False
2017-10-19,20172018,R,Colorado Avalanche,3,3,St. Louis Blues,4,4,False
2017-10-19,20172018,R,Calgary Flames,1,1,Carolina Hurricanes,2,2,False
2017-10-19,20172018,R,Arizona Coyotes,4,4,Dallas Stars,5,5,False
2017-10-20,20172018,R,Buffalo Sabres,2,2,Vancouver Canucks,4,4,False
2017-10-20,20172018,R,New Jersey Devils,0,0,San Jose Sharks,3,3,False
2017-10-20,20172018,R,Detroit Red Wings,3,3,Washington Capitals,3,4,False
2017-10-20,20172018,R,Florida Panthers,3,3,Pittsburgh Penguins,4,4,False
2017-10-20,20172018,R,Winnipeg Jets,4,4,Minnesota Wild,3,3,False
2017-10-20,20172018,R,Anaheim Ducks,6,6,Montréal Canadiens,2,2,False
2017-10-21,20172018,R,New York Rangers,4,4,Nashville Predators,2,2,False
2017-10-21,20172018,R,Philadelphia Flyers,2,2,Edmonton Oilers,1,1,False
2017-10-21,20172018,R,Boston Bruins,4,4,Buffalo Sabres,4,5,False
2017-10-21,20172018,R,Ottawa Senators,6,6,Toronto Maple Leafs,3,3,False
2017-10-21,20172018,R,Tampa Bay Lightning,7,7,Pittsburgh Penguins,1,1,False
2017-10-21,20172018,R,New York Islanders,5,5,San Jose Sharks,3,3,False
2017-10-21,20172018,R,Columbus Blue Jackets,4,4,Los Angeles Kings,6,6,False
2017-10-21,20172018,R,Washington Capitals,1,1,Florida Panthers,4,4,False
2017-10-21,20172018,R,Dallas Stars,4,4,Carolina Hurricanes,3,3,False
2017-10-21,20172018,R,Arizona Coyotes,2,2,Chicago Blackhawks,4,4,False
2017-10-21,20172018,R,Calgary Flames,2,2,Minnesota Wild,4,4,False
2017-10-21,20172018,R,Vegas Golden Knights,2,3,St. Louis Blues,2,2,False
2017-10-22,20172018,R,Detroit Red Wings,1,1,Vancouver Canucks,4,4,False
2017-10-23,20172018,R,Toronto Maple Leafs,3,3,Los Angeles Kings,2,2,False
2017-10-23,20172018,R,New York Rangers,1,1,San Jose Sharks,4,4,False
2017-10-24,20172018,R,New York Islanders,5,5,Arizona Coyotes,3,3,False
2017-10-24,20172018,R,Philadelphia Flyers,2,2,Anaheim Ducks,6,6,False
2017-10-24,20172018,R,Pittsburgh Penguins,1,2,Edmonton Oilers,1,1,False
2017-10-24,20172018,R,Carolina Hurricanes,1,1,Tampa Bay Lightning,5,5,False
2017-10-24,20172018,R,Buffalo Sabres,1,1,Detroit Red Wings,0,0,False
2017-10-24,20172018,R,Montréal Canadiens,5,5,Florida Panthers,1,1,False
2017-10-24,20172018,R,Ottawa Senators,2,2,Los Angeles Kings,2,3,True
2017-10-24,20172018,R,Nashville Predators,2,2,Calgary Flames,2,3,True
2017-10-24,20172018,R,Minnesota Wild,0,0,Vancouver Canucks,1,1,False
2017-10-24,20172018,R,Colorado Avalanche,5,5,Dallas Stars,3,3,False
2017-10-24,20172018,R,Vegas Golden Knights,4,4,Chicago Blackhawks,2,2,False
2017-10-25,20172018,R,St. Louis Blues,5,5,Calgary Flames,2,2,False
2017-10-25,20172018,R,Columbus Blue Jackets,5,5,Buffalo Sabres,1,1,False
2017-10-26,20172018,R,Boston Bruins,2,2,San Jose Sharks,1,1,False
2017-10-26,20172018,R,Toronto Maple Leafs,3,3,Carolina Hurricanes,6,6,False
2017-10-26,20172018,R,New York Rangers,5,5,Arizona Coyotes,2,2,False
2017-10-26,20172018,R,Pittsburgh Penguins,1,2,Winnipeg Jets,1,1,False
2017-10-26,20172018,R,Montréal Canadiens,0,0,Los Angeles Kings,4,4,False
2017-10-26,20172018,R,Ottawa Senators,5,5,Philadelphia Flyers,4,4,False
2017-10-26,20172018,R,Tampa Bay Lightning,3,3,Detroit Red Wings,2,2,False
2017-10-26,20172018,R,Florida Panthers,8,8,Anaheim Ducks,3,3,False
2017-10-26,20172018,R,Minnesota Wild,6,6,New York Islanders,4,4,False
2017-10-26,20172018,R,Edmonton Oilers,5,5,Dallas Stars,4,4,False
2017-10-26,20172018,R,Vancouver Canucks,6,6,Washington Capitals,2,2,False
