date,home_team,home_team_score,away_team,away_team_score,game_type,season
2014-03-23,New Jersey Devils,3,Toronto Maple Leafs,2,R,20132014
2014-03-23,Detroit Red Wings,3,Minnesota Wild,4,R,20132014
2014-03-23,Vancouver Canucks,4,Buffalo Sabres,2,R,20132014
2014-03-23,Anaheim Ducks,6,Florida Panthers,2,R,20132014
2014-03-24,New York Rangers,4,Phoenix Coyotes,3,R,20132014
2014-03-24,Philadelphia Flyers,2,Los Angeles Kings,3,R,20132014
2014-03-24,Boston Bruins,1,Montréal Canadiens,2,R,20132014
2014-03-24,Tampa Bay Lightning,3,Ottawa Senators,4,R,20132014
2014-03-24,Dallas Stars,2,Winnipeg Jets,1,R,20132014
2014-03-24,Calgary Flames,2,San Jose Sharks,1,R,20132014
2014-03-25,Toronto Maple Leafs,3,St. Louis Blues,5,R,20132014
2014-03-25,Pittsburgh Penguins,2,Phoenix Coyotes,3,R,20132014
2014-03-25,Washington Capitals,4,Los Angeles Kings,5,R,20132014
2014-03-25,Carolina Hurricanes,4,New York Islanders,5,R,20132014
2014-03-25,Montréal Canadiens,2,Buffalo Sabres,0,R,20132014
2014-03-25,Florida Panthers,3,Ottawa Senators,2,R,20132014
2014-03-25,Columbus Blue Jackets,4,Detroit Red Wings,2,R,20132014
2014-03-25,Chicago Blackhawks,4,Dallas Stars,2,R,20132014
2014-03-25,Nashville Predators,4,Colorado Avalanche,5,R,20132014
2014-03-25,Edmonton Oilers,2,San Jose Sharks,5,R,20132014
2014-03-26,Minnesota Wild,2,Vancouver Canucks,5,R,20132014
2014-03-26,New York Rangers,3,Philadelphia Flyers,1,R,20132014
2014-03-26,Calgary Flames,2,Anaheim Ducks,3,R,20132014
2014-03-27,Boston Bruins,3,Chicago Blackhawks,0,R,20132014
2014-03-27,New Jersey Devils,2,Phoenix Coyotes,3,R,20132014
2014-03-27,Pittsburgh Penguins,2,Los Angeles Kings,3,R,20132014
2014-03-27,Detroit Red Wings,4,Montréal Canadiens,5,R,20132014
2014-03-27,Tampa Bay Lightning,3,New York Islanders,2,R,20132014
2014-03-27,Florida Panthers,0,Carolina Hurricanes,3,R,20132014
2014-03-27,St. Louis Blues,5,Minnesota Wild,1,R,20132014
2014-03-27,Nashville Predators,6,Buffalo Sabres,1,R,20132014
2014-03-27,Colorado Avalanche,3,Vancouver Canucks,2,R,20132014
2014-03-27,San Jose Sharks,3,Winnipeg Jets,4,R,20132014
2014-03-28,Philadelphia Flyers,4,Toronto Maple Leafs,2,R,20132014
2014-03-28,Columbus Blue Jackets,1,Pittsburgh Penguins,2,R,20132014
2014-03-28,Ottawa Senators,5,Chicago Blackhawks,3,R,20132014
2014-03-28,Dallas Stars,7,Nashville Predators,3,R,20132014
2014-03-28,Calgary Flames,4,New York Rangers,3,R,20132014
2014-03-28,Edmonton Oilers,4,Anaheim Ducks,3,R,20132014
2014-03-29,Washington Capitals,2,Boston Bruins,4,R,20132014
2014-03-29,Colorado Avalanche,3,San Jose Sharks,2,R,20132014
2014-03-29,Buffalo Sabres,3,Tampa Bay Lightning,4,R,20132014
2014-03-29,Toronto Maple Leafs,2,Detroit Red Wings,4,R,20132014
2014-03-29,Florida Panthers,1,Montréal Canadiens,4,R,20132014
2014-03-29,New York Islanders,2,New Jersey Devils,1,R,20132014
2014-03-29,Carolina Hurricanes,2,Columbus Blue Jackets,3,R,20132014
2014-03-29,St. Louis Blues,2,Dallas Stars,4,R,20132014
2014-03-29,Phoenix Coyotes,1,Minnesota Wild,3,R,20132014
2014-03-29,Vancouver Canucks,1,Anaheim Ducks,5,R,20132014
2014-03-29,Los Angeles Kings,4,Winnipeg Jets,2,R,20132014
2014-03-30,Philadelphia Flyers,3,Boston Bruins,4,R,20132014
2014-03-30,Ottawa Senators,6,Calgary Flames,3,R,20132014
2014-03-30,Detroit Red Wings,3,Tampa Bay Lightning,2,R,20132014
2014-03-30,Pittsburgh Penguins,4,Chicago Blackhawks,1,R,20132014
2014-03-30,Edmonton Oilers,0,New York Rangers,5,R,20132014
2014-03-30,Nashville Predators,4,Washington Capitals,3,R,20132014
2014-03-31,Ottawa Senators,2,Carolina Hurricanes,1,R,20132014
2014-03-31,New Jersey Devils,6,Florida Panthers,3,R,20132014
2014-03-31,Anaheim Ducks,5,Winnipeg Jets,4,R,20132014
2014-03-31,Los Angeles Kings,2,Minnesota Wild,3,R,20132014
2014-04-01,Buffalo Sabres,3,New Jersey Devils,2,R,20132014
2014-04-01,Toronto Maple Leafs,3,Calgary Flames,2,R,20132014
2014-04-01,New York Islanders,4,Florida Panthers,2,R,20132014
2014-04-01,Pittsburgh Penguins,1,Carolina Hurricanes,4,R,20132014
2014-04-01,Washington Capitals,0,Dallas Stars,5,R,20132014
2014-04-01,Columbus Blue Jackets,2,Colorado Avalanche,3,R,20132014
2014-04-01,Tampa Bay Lightning,3,Montréal Canadiens,1,R,20132014
2014-04-01,St. Louis Blues,1,Philadelphia Flyers,0,R,20132014
2014-04-01,Vancouver Canucks,1,New York Rangers,3,R,20132014
2014-04-01,Phoenix Coyotes,1,Winnipeg Jets,2,R,20132014
2014-04-01,San Jose Sharks,5,Edmonton Oilers,4,R,20132014
2014-04-02,Ottawa Senators,1,New York Islanders,2,R,20132014
2014-04-02,Detroit Red Wings,3,Boston Bruins,2,R,20132014
2014-04-02,Anaheim Ducks,3,Edmonton Oilers,2,R,20132014
2014-04-02,Los Angeles Kings,4,Phoenix Coyotes,0,R,20132014
2014-04-03,Philadelphia Flyers,0,Columbus Blue Jackets,2,R,20132014
2014-04-03,Carolina Hurricanes,4,Dallas Stars,1,R,20132014
2014-04-03,Toronto Maple Leafs,4,Boston Bruins,3,R,20132014
2014-04-03,Tampa Bay Lightning,1,Calgary Flames,4,R,20132014
2014-04-03,Chicago Blackhawks,3,Minnesota Wild,2,R,20132014
2014-04-03,St. Louis Blues,2,Buffalo Sabres,1,R,20132014
2014-04-03,Winnipeg Jets,2,Pittsburgh Penguins,4,R,20132014
2014-04-03,Colorado Avalanche,3,New York Rangers,2,R,20132014
2014-04-03,San Jose Sharks,2,Los Angeles Kings,1,R,20132014
2014-04-04,Ottawa Senators,4,Montréal Canadiens,7,R,20132014
2014-04-04,Columbus Blue Jackets,3,Chicago Blackhawks,4,R,20132014
2014-04-04,New Jersey Devils,2,Washington Capitals,1,R,20132014
2014-04-04,Detroit Red Wings,3,Buffalo Sabres,2,R,20132014
2014-04-04,Florida Panthers,1,Calgary Flames,2,R,20132014
2014-04-04,Phoenix Coyotes,2,Edmonton Oilers,3,R,20132014
2014-04-04,Anaheim Ducks,2,Nashville Predators,5,R,20132014
2014-04-05,Boston Bruins,5,Philadelphia Flyers,2,R,20132014
2014-04-05,St. Louis Blues,0,Colorado Avalanche,4,R,20132014
2014-04-05,New York Islanders,3,Washington Capitals,4,R,20132014
2014-04-05,Toronto Maple Leafs,2,Winnipeg Jets,4,R,20132014
2014-04-05,Montréal Canadiens,5,Detroit Red Wings,3,R,20132014
2014-04-05,Tampa Bay Lightning,2,Dallas Stars,5,R,20132014
2014-04-05,New York Rangers,2,Ottawa Senators,3,R,20132014
2014-04-05,Carolina Hurricanes,1,New Jersey Devils,3,R,20132014
2014-04-05,Minnesota Wild,4,Pittsburgh Penguins,0,R,20132014
2014-04-05,Vancouver Canucks,2,Los Angeles Kings,1,R,20132014
2014-04-05,San Jose Sharks,0,Nashville Predators,3,R,20132014
2014-04-06,Chicago Blackhawks,4,St. Louis Blues,2,R,20132014
2014-04-06,Florida Panthers,3,Dallas Stars,2,R,20132014
2014-04-06,Columbus Blue Jackets,4,New York Islanders,0,R,20132014
2014-04-06,Philadelphia Flyers,5,Buffalo Sabres,2,R,20132014
2014-04-06,Colorado Avalanche,2,Pittsburgh Penguins,3,R,20132014
2014-04-06,Edmonton Oilers,4,Anaheim Ducks,2,R,20132014
2014-04-07,New Jersey Devils,0,Calgary Flames,1,R,20132014
2014-04-07,Winnipeg Jets,0,Minnesota Wild,1,R,20132014
2014-04-07,Vancouver Canucks,0,Anaheim Ducks,3,R,20132014
2014-04-08,Buffalo Sabres,2,Detroit Red Wings,4,R,20132014
2014-04-08,New York Islanders,1,Ottawa Senators,4,R,20132014
2014-04-08,New York Rangers,4,Carolina Hurricanes,1,R,20132014
2014-04-08,Columbus Blue Jackets,4,Phoenix Coyotes,3,R,20132014
2014-04-08,Tampa Bay Lightning,3,Toronto Maple Leafs,0,R,20132014
2014-04-08,Florida Panthers,2,Philadelphia Flyers,5,R,20132014
2014-04-08,St. Louis Blues,1,Washington Capitals,4,R,20132014
2014-04-08,Minnesota Wild,4,Boston Bruins,3,R,20132014
2014-04-08,Dallas Stars,3,Nashville Predators,2,R,20132014
2014-04-08,Edmonton Oilers,1,Colorado Avalanche,4,R,20132014
2014-04-09,Chicago Blackhawks,3,Montréal Canadiens,2,R,20132014
2014-04-09,Pittsburgh Penguins,4,Detroit Red Wings,3,R,20132014
2014-04-09,Dallas Stars,1,Columbus Blue Jackets,3,R,20132014
2014-04-09,Calgary Flames,4,Los Angeles Kings,3,R,20132014
2014-04-09,Anaheim Ducks,5,San Jose Sharks,2,R,20132014
2014-04-10,New York Rangers,2,Buffalo Sabres,1,R,20132014
2014-04-10,Carolina Hurricanes,2,Washington Capitals,5,R,20132014
2014-04-10,Montréal Canadiens,0,New York Islanders,2,R,20132014
2014-04-10,Ottawa Senators,2,New Jersey Devils,1,R,20132014
2014-04-10,Tampa Bay Lightning,4,Philadelphia Flyers,2,R,20132014
2014-04-10,Florida Panthers,4,Toronto Maple Leafs,2,R,20132014
2014-04-10,Nashville Predators,2,Phoenix Coyotes,0,R,20132014
2014-04-10,Minnesota Wild,4,St. Louis Blues,2,R,20132014
2014-04-10,Winnipeg Jets,2,Boston Bruins,1,R,20132014
2014-04-10,Edmonton Oilers,0,Los Angeles Kings,3,R,20132014
2014-04-10,Vancouver Canucks,2,Colorado Avalanche,4,R,20132014
2014-04-11,Washington Capitals,4,Chicago Blackhawks,0,R,20132014
2014-04-11,Detroit Red Wings,1,Carolina Hurricanes,2,R,20132014
2014-04-11,Tampa Bay Lightning,3,Columbus Blue Jackets,2,R,20132014
2014-04-11,New Jersey Devils,2,New York Islanders,3,R,20132014
2014-04-11,Dallas Stars,3,St. Louis Blues,0,R,20132014
2014-04-11,Calgary Flames,3,Winnipeg Jets,5,R,20132014
2014-04-11,San Jose Sharks,5,Colorado Avalanche,1,R,20132014
2014-04-12,Boston Bruins,4,Buffalo Sabres,1,R,20132014
2014-04-12,Pittsburgh Penguins,3,Philadelphia Flyers,4,R,20132014
2014-04-12,Montréal Canadiens,1,New York Rangers,0,R,20132014
2014-04-12,Ottawa Senators,1,Toronto Maple Leafs,0,R,20132014
2014-04-12,Florida Panthers,2,Columbus Blue Jackets,3,R,20132014
2014-04-12,Nashville Predators,7,Chicago Blackhawks,5,R,20132014
2014-04-12,Phoenix Coyotes,2,San Jose Sharks,3,R,20132014
2014-04-12,Edmonton Oilers,5,Vancouver Canucks,2,R,20132014
2014-04-12,Los Angeles Kings,3,Anaheim Ducks,4,R,20132014
2014-04-13,St. Louis Blues,0,Detroit Red Wings,3,R,20132014
2014-04-13,New Jersey Devils,3,Boston Bruins,2,R,20132014
2014-04-13,Philadelphia Flyers,5,Carolina Hurricanes,6,R,20132014
2014-04-13,Washington Capitals,0,Tampa Bay Lightning,1,R,20132014
2014-04-13,Buffalo Sabres,3,New York Islanders,4,R,20132014
2014-04-13,Pittsburgh Penguins,2,Ottawa Senators,3,R,20132014
2014-04-13,Anaheim Ducks,3,Colorado Avalanche,2,R,20132014
2014-04-13,Minnesota Wild,3,Nashville Predators,7,R,20132014
2014-04-13,Vancouver Canucks,5,Calgary Flames,1,R,20132014
2014-04-13,Phoenix Coyotes,2,Dallas Stars,1,R,20132014
2014-04-16,Tampa Bay Lightning,4,Montréal Canadiens,5,P,20132014
2014-04-16,Pittsburgh Penguins,4,Columbus Blue Jackets,3,P,20132014
2014-04-16,Anaheim Ducks,4,Dallas Stars,3,P,20132014
2014-04-17,New York Rangers,4,Philadelphia Flyers,1,P,20132014
2014-04-17,St. Louis Blues,4,Chicago Blackhawks,3,P,20132014
2014-04-17,Colorado Avalanche,5,Minnesota Wild,4,P,20132014
2014-04-17,San Jose Sharks,6,Los Angeles Kings,3,P,20132014
2014-04-18,Tampa Bay Lightning,1,Montréal Canadiens,4,P,20132014
2014-04-18,Boston Bruins,0,Detroit Red Wings,1,P,20132014
2014-04-18,Anaheim Ducks,3,Dallas Stars,2,P,20132014
2014-04-19,St. Louis Blues,4,Chicago Blackhawks,3,P,20132014
2014-04-19,Pittsburgh Penguins,3,Columbus Blue Jackets,4,P,20132014
2014-04-19,Colorado Avalanche,4,Minnesota Wild,2,P,20132014
2014-04-20,New York Rangers,2,Philadelphia Flyers,4,P,20132014
2014-04-20,Boston Bruins,4,Detroit Red Wings,1,P,20132014
2014-04-20,Montréal Canadiens,3,Tampa Bay Lightning,2,P,20132014
2014-04-20,San Jose Sharks,7,Los Angeles Kings,2,P,20132014
2014-04-21,Minnesota Wild,1,Colorado Avalanche,0,P,20132014
2014-04-21,Columbus Blue Jackets,3,Pittsburgh Penguins,4,P,20132014
2014-04-21,Chicago Blackhawks,2,St. Louis Blues,0,P,20132014
2014-04-21,Dallas Stars,3,Anaheim Ducks,0,P,20132014
2014-04-22,Montréal Canadiens,4,Tampa Bay Lightning,3,P,20132014
2014-04-22,Detroit Red Wings,0,Boston Bruins,3,P,20132014
2014-04-22,Philadelphia Flyers,1,New York Rangers,4,P,20132014
2014-04-22,Los Angeles Kings,3,San Jose Sharks,4,P,20132014
2014-04-23,Columbus Blue Jackets,4,Pittsburgh Penguins,3,P,20132014
2014-04-23,Dallas Stars,4,Anaheim Ducks,2,P,20132014
2014-04-23,Chicago Blackhawks,4,St. Louis Blues,3,P,20132014
2014-04-24,Detroit Red Wings,2,Boston Bruins,3,P,20132014
2014-04-24,Minnesota Wild,2,Colorado Avalanche,1,P,20132014
2014-04-24,Los Angeles Kings,6,San Jose Sharks,3,P,20132014
2014-04-25,Philadelphia Flyers,2,New York Rangers,1,P,20132014
2014-04-25,St. Louis Blues,2,Chicago Blackhawks,3,P,20132014
2014-04-25,Anaheim Ducks,6,Dallas Stars,2,P,20132014
2014-04-26,Boston Bruins,4,Detroit Red Wings,2,P,20132014
2014-04-26,Pittsburgh Penguins,3,Columbus Blue Jackets,1,P,20132014
2014-04-26,Colorado Avalanche,4,Minnesota Wild,3,P,20132014
2014-04-26,San Jose Sharks,0,Los Angeles Kings,3,P,20132014
2014-04-27,New York Rangers,4,Philadelphia Flyers,2,P,20132014
2014-04-27,Chicago Blackhawks,5,St. Louis Blues,1,P,20132014
2014-04-27,Dallas Stars,4,Anaheim Ducks,5,P,20132014
2014-04-28,Columbus Blue Jackets,3,Pittsburgh Penguins,4,P,20132014
2014-04-28,Minnesota Wild,5,Colorado Avalanche,2,P,20132014
2014-04-28,Los Angeles Kings,4,San Jose Sharks,1,P,20132014
2014-04-29,Philadelphia Flyers,5,New York Rangers,2,P,20132014
2014-04-30,New York Rangers,2,Philadelphia Flyers,1,P,20132014
2014-04-30,Colorado Avalanche,4,Minnesota Wild,5,P,20132014
2014-04-30,San Jose Sharks,1,Los Angeles Kings,5,P,20132014
2014-05-01,Boston Bruins,3,Montréal Canadiens,4,P,20132014
2014-05-02,Pittsburgh Penguins,2,New York Rangers,3,P,20132014
2014-05-02,Chicago Blackhawks,5,Minnesota Wild,2,P,20132014
2014-05-03,Boston Bruins,5,Montréal Canadiens,3,P,20132014
2014-05-03,Anaheim Ducks,2,Los Angeles Kings,3,P,20132014
2014-05-04,Chicago Blackhawks,4,Minnesota Wild,1,P,20132014
2014-05-04,Pittsburgh Penguins,3,New York Rangers,0,P,20132014
2014-05-05,New York Rangers,0,Pittsburgh Penguins,2,P,20132014
2014-05-05,Anaheim Ducks,1,Los Angeles Kings,3,P,20132014
2014-05-06,Montréal Canadiens,4,Boston Bruins,2,P,20132014
2014-05-06,Minnesota Wild,4,Chicago Blackhawks,0,P,20132014
2014-05-07,New York Rangers,2,Pittsburgh Penguins,4,P,20132014
2014-05-08,Montréal Canadiens,0,Boston Bruins,1,P,20132014
2014-05-08,Los Angeles Kings,2,Anaheim Ducks,3,P,20132014
2014-05-09,Pittsburgh Penguins,1,New York Rangers,5,P,20132014
2014-05-09,Minnesota Wild,4,Chicago Blackhawks,2,P,20132014
2014-05-10,Boston Bruins,4,Montréal Canadiens,2,P,20132014
2014-05-10,Los Angeles Kings,0,Anaheim Ducks,2,P,20132014
2014-05-11,New York Rangers,3,Pittsburgh Penguins,1,P,20132014
2014-05-11,Chicago Blackhawks,2,Minnesota Wild,1,P,20132014
2014-05-12,Montréal Canadiens,4,Boston Bruins,0,P,20132014
2014-05-12,Anaheim Ducks,4,Los Angeles Kings,3,P,20132014
2014-05-13,Pittsburgh Penguins,1,New York Rangers,2,P,20132014
2014-05-13,Minnesota Wild,1,Chicago Blackhawks,2,P,20132014
2014-05-14,Boston Bruins,1,Montréal Canadiens,3,P,20132014
2014-05-14,Los Angeles Kings,2,Anaheim Ducks,1,P,20132014
2014-05-16,Anaheim Ducks,2,Los Angeles Kings,6,P,20132014
2014-05-17,Montréal Canadiens,2,New York Rangers,7,P,20132014
2014-05-18,Chicago Blackhawks,3,Los Angeles Kings,1,P,20132014
2014-05-19,Montréal Canadiens,1,New York Rangers,3,P,20132014
2014-05-21,Chicago Blackhawks,2,Los Angeles Kings,6,P,20132014
2014-05-22,New York Rangers,2,Montréal Canadiens,3,P,20132014
2014-05-24,Los Angeles Kings,4,Chicago Blackhawks,3,P,20132014
2014-05-25,New York Rangers,3,Montréal Canadiens,2,P,20132014
2014-05-26,Los Angeles Kings,5,Chicago Blackhawks,2,P,20132014
2014-05-27,Montréal Canadiens,7,New York Rangers,4,P,20132014
2014-05-28,Chicago Blackhawks,5,Los Angeles Kings,4,P,20132014
2014-05-29,New York Rangers,1,Montréal Canadiens,0,P,20132014
2014-05-30,Los Angeles Kings,3,Chicago Blackhawks,4,P,20132014
2014-06-01,Chicago Blackhawks,4,Los Angeles Kings,5,P,20132014
2014-06-04,Los Angeles Kings,3,New York Rangers,2,P,20132014
2014-06-07,Los Angeles Kings,5,New York Rangers,4,P,20132014
2014-06-09,New York Rangers,0,Los Angeles Kings,3,P,20132014
2014-06-11,New York Rangers,2,Los Angeles Kings,1,P,20132014
2014-06-13,Los Angeles Kings,3,New York Rangers,2,P,20132014
2014-09-21,Carolina Hurricanes,3,Columbus Blue Jackets,4,PR,20142015
2014-09-21,Washington Capitals,1,Buffalo Sabres,0,PR,20142015
2014-09-21,Columbus Blue Jackets,4,St. Louis Blues,3,PR,20142015
2014-09-21,Edmonton Oilers,3,Calgary Flames,1,PR,20142015
2014-09-21,Calgary Flames,1,Edmonton Oilers,0,PR,20142015
2014-09-22,New York Islanders,3,Ottawa Senators,2,PR,20142015
2014-09-22,New York Islanders,3,Ottawa Senators,2,PR,20142015
2014-09-22,New York Rangers,4,New Jersey Devils,5,PR,20142015
2014-09-22,Philadelphia Flyers,2,Toronto Maple Leafs,3,PR,20142015
2014-09-22,Philadelphia Flyers,5,Washington Capitals,4,PR,20142015
2014-09-22,Pittsburgh Penguins,1,Detroit Red Wings,2,PR,20142015
2014-09-22,Winnipeg Jets,2,Minnesota Wild,1,PR,20142015
2014-09-22,Dallas Stars,4,St. Louis Blues,3,PR,20142015
2014-09-22,Colorado Avalanche,2,Anaheim Ducks,5,PR,20142015
2014-09-22,Anaheim Ducks,4,Colorado Avalanche,0,PR,20142015
2014-09-22,Arizona Coyotes,5,Los Angeles Kings,4,PR,20142015
2014-09-22,Los Angeles Kings,4,Arizona Coyotes,3,PR,20142015
2014-09-23,Buffalo Sabres,2,Carolina Hurricanes,0,PR,20142015
2014-09-23,Columbus Blue Jackets,2,Pittsburgh Penguins,0,PR,20142015
2014-09-23,Montréal Canadiens,3,Boston Bruins,2,PR,20142015
2014-09-23,Toronto Maple Leafs,4,Philadelphia Flyers,0,PR,20142015
2014-09-23,Tampa Bay Lightning,4,Nashville Predators,2,PR,20142015
2014-09-23,Chicago Blackhawks,2,Detroit Red Wings,1,PR,20142015
2014-09-23,Vancouver Canucks,4,San Jose Sharks,2,PR,20142015
2014-09-23,Anaheim Ducks,0,Arizona Coyotes,4,PR,20142015
2014-09-23,San Jose Sharks,5,Vancouver Canucks,2,PR,20142015
2014-09-24,Calgary Flames,4,Arizona Coyotes,3,PR,20142015
2014-09-24,New York Islanders,2,Carolina Hurricanes,4,PR,20142015
2014-09-24,Boston Bruins,2,Washington Capitals,0,PR,20142015
2014-09-24,Florida Panthers,3,Dallas Stars,4,PR,20142015
2014-09-24,Toronto Maple Leafs,3,Ottawa Senators,4,PR,20142015
2014-09-24,Ottawa Senators,3,Toronto Maple Leafs,2,PR,20142015
2014-09-24,Winnipeg Jets,2,Edmonton Oilers,3,PR,20142015
2014-09-25,Philadelphia Flyers,4,New Jersey Devils,0,PR,20142015
2014-09-25,Pittsburgh Penguins,3,Minnesota Wild,2,PR,20142015
2014-09-25,Detroit Red Wings,3,Chicago Blackhawks,2,PR,20142015
2014-09-25,Montréal Canadiens,3,Colorado Avalanche,2,PR,20142015
2014-09-25,Nashville Predators,1,Tampa Bay Lightning,0,PR,20142015
2014-09-25,St. Louis Blues,4,Columbus Blue Jackets,5,PR,20142015
2014-09-25,Calgary Flames,1,Vancouver Canucks,3,PR,20142015
2014-09-25,Los Angeles Kings,4,Anaheim Ducks,3,PR,20142015
2014-09-26,Buffalo Sabres,4,Toronto Maple Leafs,6,PR,20142015
2014-09-26,Washington Capitals,5,Boston Bruins,4,PR,20142015
2014-09-26,Colorado Avalanche,2,Montréal Canadiens,3,PR,20142015
2014-09-26,Tampa Bay Lightning,6,Dallas Stars,3,PR,20142015
2014-09-26,New York Islanders,3,New Jersey Devils,2,PR,20142015
2014-09-26,Chicago Blackhawks,1,New York Rangers,4,PR,20142015
2014-09-26,Vancouver Canucks,3,Calgary Flames,0,PR,20142015
2014-09-26,San Jose Sharks,1,Arizona Coyotes,2,PR,20142015
2014-09-27,Nashville Predators,2,Florida Panthers,1,PR,20142015
2014-09-27,Pittsburgh Penguins,2,Columbus Blue Jackets,1,PR,20142015
2014-09-27,Detroit Red Wings,1,Boston Bruins,3,PR,20142015
2014-09-27,San Jose Sharks,3,Anaheim Ducks,1,PR,20142015
2014-09-27,Nashville Predators,4,Florida Panthers,1,PR,20142015
2014-09-27,Minnesota Wild,4,Winnipeg Jets,3,PR,20142015
2014-09-27,St. Louis Blues,2,Dallas Stars,4,PR,20142015
2014-09-28,Edmonton Oilers,0,Chicago Blackhawks,5,PR,20142015
2014-09-28,Montréal Canadiens,0,Washington Capitals,2,PR,20142015
2014-09-28,New Jersey Devils,3,Philadelphia Flyers,1,PR,20142015
2014-09-28,Toronto Maple Leafs,3,Buffalo Sabres,2,PR,20142015
2014-09-28,Anaheim Ducks,2,Los Angeles Kings,4,PR,20142015
2014-09-28,Colorado Avalanche,1,Calgary Flames,2,PR,20142015
2014-09-29,New York Rangers,6,Philadelphia Flyers,3,PR,20142015
2014-09-29,Detroit Red Wings,3,Toronto Maple Leafs,0,PR,20142015
2014-09-29,Nashville Predators,0,Columbus Blue Jackets,3,PR,20142015
2014-09-29,Minnesota Wild,4,Pittsburgh Penguins,1,PR,20142015
2014-09-29,Dallas Stars,5,Florida Panthers,4,PR,20142015
2014-09-29,Vancouver Canucks,2,Arizona Coyotes,4,PR,20142015
2014-09-29,Edmonton Oilers,3,Winnipeg Jets,1,PR,20142015
2014-09-30,Boston Bruins,3,New York Islanders,5,PR,20142015
2014-09-30,Philadelphia Flyers,4,New York Rangers,2,PR,20142015
2014-09-30,St. Louis Blues,3,Carolina Hurricanes,1,PR,20142015
2014-09-30,Winnipeg Jets,2,Ottawa Senators,1,PR,20142015
2014-09-30,Dallas Stars,1,Tampa Bay Lightning,5,PR,20142015
2014-09-30,Calgary Flames,2,Colorado Avalanche,0,PR,20142015
2014-09-30,San Jose Sharks,1,Los Angeles Kings,4,PR,20142015
2014-10-01,Buffalo Sabres,6,Washington Capitals,1,PR,20142015
2014-10-01,Columbus Blue Jackets,6,Carolina Hurricanes,3,PR,20142015
2014-10-01,Detroit Red Wings,0,Pittsburgh Penguins,2,PR,20142015
2014-10-01,Chicago Blackhawks,1,Montréal Canadiens,3,PR,20142015
2014-10-01,Edmonton Oilers,3,Arizona Coyotes,2,PR,20142015
2014-10-02,New Jersey Devils,2,New York Islanders,1,PR,20142015
2014-10-02,Washington Capitals,3,Philadelphia Flyers,2,PR,20142015
2014-10-02,Florida Panthers,0,Tampa Bay Lightning,3,PR,20142015
2014-10-02,St. Louis Blues,4,Minnesota Wild,1,PR,20142015
2014-10-02,Calgary Flames,4,Winnipeg Jets,2,PR,20142015
2014-10-02,Edmonton Oilers,1,Vancouver Canucks,2,PR,20142015
2014-10-02,Colorado Avalanche,1,Los Angeles Kings,2,PR,20142015
2014-10-03,Carolina Hurricanes,5,Buffalo Sabres,1,PR,20142015
2014-10-03,New York Rangers,3,Chicago Blackhawks,2,PR,20142015
2014-10-03,Ottawa Senators,4,Montréal Canadiens,3,PR,20142015
2014-10-03,Toronto Maple Leafs,5,Detroit Red Wings,1,PR,20142015
2014-10-03,New York Islanders,1,Boston Bruins,6,PR,20142015
2014-10-03,Arizona Coyotes,1,San Jose Sharks,3,PR,20142015
2014-10-04,Boston Bruins,3,Detroit Red Wings,4,PR,20142015
2014-10-04,Columbus Blue Jackets,3,Nashville Predators,2,PR,20142015
