date,home_team,home_team_score,away_team,away_team_score,game_type,season
2014-01-11,San Jose Sharks,0,Boston Bruins,1,R,20132014
2014-01-12,Washington Capitals,1,Buffalo Sabres,2,R,20132014
2014-01-12,Dallas Stars,2,New York Islanders,4,R,20132014
2014-01-12,Chicago Blackhawks,5,Edmonton Oilers,3,R,20132014
2014-01-12,Nashville Predators,0,Minnesota Wild,4,R,20132014
2014-01-12,Toronto Maple Leafs,3,New Jersey Devils,2,R,20132014
2014-01-12,New York Rangers,4,Philadelphia Flyers,1,R,20132014
2014-01-12,Anaheim Ducks,1,Detroit Red Wings,0,R,20132014
2014-01-13,Carolina Hurricanes,0,Calgary Flames,2,R,20132014
2014-01-13,Columbus Blue Jackets,3,Tampa Bay Lightning,2,R,20132014
2014-01-13,Winnipeg Jets,5,Phoenix Coyotes,1,R,20132014
2014-01-13,Los Angeles Kings,1,Vancouver Canucks,0,R,20132014
2014-01-14,Boston Bruins,3,Toronto Maple Leafs,4,R,20132014
2014-01-14,New York Rangers,1,Tampa Bay Lightning,2,R,20132014
2014-01-14,Washington Capitals,1,San Jose Sharks,2,R,20132014
2014-01-14,Buffalo Sabres,3,Philadelphia Flyers,4,R,20132014
2014-01-14,Montréal Canadiens,1,New Jersey Devils,4,R,20132014
2014-01-14,Florida Panthers,4,New York Islanders,2,R,20132014
2014-01-14,Chicago Blackhawks,2,Colorado Avalanche,3,R,20132014
2014-01-14,St. Louis Blues,2,Phoenix Coyotes,1,R,20132014
2014-01-14,Nashville Predators,4,Calgary Flames,2,R,20132014
2014-01-14,Minnesota Wild,0,Ottawa Senators,3,R,20132014
2014-01-14,Dallas Stars,5,Edmonton Oilers,2,R,20132014
2014-01-15,Toronto Maple Leafs,4,Buffalo Sabres,3,R,20132014
2014-01-15,Pittsburgh Penguins,4,Washington Capitals,3,R,20132014
2014-01-15,Anaheim Ducks,9,Vancouver Canucks,1,R,20132014
2014-01-16,New York Rangers,1,Detroit Red Wings,0,R,20132014
2014-01-16,Philadelphia Flyers,3,Nashville Predators,4,R,20132014
2014-01-16,Ottawa Senators,4,Montréal Canadiens,5,R,20132014
2014-01-16,Tampa Bay Lightning,1,New York Islanders,2,R,20132014
2014-01-16,Florida Panthers,0,San Jose Sharks,3,R,20132014
2014-01-16,St. Louis Blues,1,Los Angeles Kings,4,R,20132014
2014-01-16,Minnesota Wild,4,Edmonton Oilers,1,R,20132014
2014-01-16,Dallas Stars,2,Boston Bruins,4,R,20132014
2014-01-16,Colorado Avalanche,2,New Jersey Devils,1,R,20132014
2014-01-16,Calgary Flames,2,Winnipeg Jets,5,R,20132014
2014-01-16,Phoenix Coyotes,1,Vancouver Canucks,0,R,20132014
2014-01-17,Columbus Blue Jackets,5,Washington Capitals,1,R,20132014
2014-01-17,Chicago Blackhawks,4,Anaheim Ducks,2,R,20132014
2014-01-18,Winnipeg Jets,3,Edmonton Oilers,2,R,20132014
2014-01-18,Ottawa Senators,1,New York Rangers,4,R,20132014
2014-01-18,Tampa Bay Lightning,4,San Jose Sharks,5,R,20132014
2014-01-18,Buffalo Sabres,3,Columbus Blue Jackets,4,R,20132014
2014-01-18,Toronto Maple Leafs,5,Montréal Canadiens,3,R,20132014
2014-01-18,Detroit Red Wings,3,Los Angeles Kings,2,R,20132014
2014-01-18,Philadelphia Flyers,6,New York Islanders,4,R,20132014
2014-01-18,Carolina Hurricanes,3,Florida Panthers,2,R,20132014
2014-01-18,Phoenix Coyotes,3,New Jersey Devils,2,R,20132014
2014-01-18,St. Louis Blues,2,Anaheim Ducks,3,R,20132014
2014-01-18,Nashville Predators,4,Colorado Avalanche,5,R,20132014
2014-01-18,Minnesota Wild,3,Dallas Stars,2,R,20132014
2014-01-18,Vancouver Canucks,3,Calgary Flames,2,R,20132014
2014-01-19,Chicago Blackhawks,3,Boston Bruins,2,R,20132014
2014-01-19,Carolina Hurricanes,3,Tampa Bay Lightning,5,R,20132014
2014-01-19,New York Rangers,4,Washington Capitals,1,R,20132014
2014-01-20,New York Islanders,4,Philadelphia Flyers,3,R,20132014
2014-01-20,Boston Bruins,3,Los Angeles Kings,2,R,20132014
2014-01-20,Pittsburgh Penguins,1,Florida Panthers,5,R,20132014
2014-01-20,Detroit Red Wings,1,St. Louis Blues,4,R,20132014
2014-01-20,Phoenix Coyotes,2,Toronto Maple Leafs,4,R,20132014
2014-01-20,Nashville Predators,4,Dallas Stars,1,R,20132014
2014-01-20,San Jose Sharks,3,Calgary Flames,2,R,20132014
2014-01-21,Buffalo Sabres,3,Florida Panthers,4,R,20132014
2014-01-21,New Jersey Devils,7,St. Louis Blues,1,R,20132014
2014-01-21,New York Rangers,3,New York Islanders,5,R,20132014
2014-01-21,Washington Capitals,0,Ottawa Senators,2,R,20132014
2014-01-21,Columbus Blue Jackets,5,Los Angeles Kings,3,R,20132014
2014-01-21,Dallas Stars,4,Minnesota Wild,0,R,20132014
2014-01-21,Colorado Avalanche,2,Toronto Maple Leafs,5,R,20132014
2014-01-21,Edmonton Oilers,1,Vancouver Canucks,2,R,20132014
2014-01-21,Anaheim Ducks,2,Winnipeg Jets,3,R,20132014
2014-01-22,Philadelphia Flyers,2,Carolina Hurricanes,3,R,20132014
2014-01-22,Pittsburgh Penguins,5,Montréal Canadiens,1,R,20132014
2014-01-22,Detroit Red Wings,5,Chicago Blackhawks,4,R,20132014
2014-01-22,Calgary Flames,3,Phoenix Coyotes,2,R,20132014
2014-01-23,Buffalo Sabres,3,Carolina Hurricanes,5,R,20132014
2014-01-23,New York Rangers,1,St. Louis Blues,2,R,20132014
2014-01-23,Columbus Blue Jackets,5,Philadelphia Flyers,2,R,20132014
2014-01-23,Tampa Bay Lightning,4,Ottawa Senators,3,R,20132014
2014-01-23,New York Islanders,4,Pittsburgh Penguins,6,R,20132014
2014-01-23,Minnesota Wild,2,Chicago Blackhawks,1,R,20132014
2014-01-23,Dallas Stars,7,Toronto Maple Leafs,1,R,20132014
2014-01-23,Vancouver Canucks,1,Nashville Predators,2,R,20132014
2014-01-23,Anaheim Ducks,2,Los Angeles Kings,1,R,20132014
2014-01-23,San Jose Sharks,1,Winnipeg Jets,0,R,20132014
2014-01-24,New Jersey Devils,2,Washington Capitals,1,R,20132014
2014-01-24,Detroit Red Wings,4,Montréal Canadiens,1,R,20132014
2014-01-24,Florida Panthers,2,Colorado Avalanche,3,R,20132014
2014-01-24,Calgary Flames,5,Nashville Predators,4,R,20132014
2014-01-24,Edmonton Oilers,3,Phoenix Coyotes,4,R,20132014
2014-01-25,Carolina Hurricanes,6,Ottawa Senators,3,R,20132014
2014-01-25,New York Islanders,3,St. Louis Blues,4,R,20132014
2014-01-25,Philadelphia Flyers,1,Boston Bruins,6,R,20132014
2014-01-25,Winnipeg Jets,5,Toronto Maple Leafs,4,R,20132014
2014-01-25,Montréal Canadiens,0,Washington Capitals,5,R,20132014
2014-01-25,Tampa Bay Lightning,5,Colorado Avalanche,2,R,20132014
2014-01-25,Columbus Blue Jackets,2,Buffalo Sabres,5,R,20132014
2014-01-25,Dallas Stars,3,Pittsburgh Penguins,0,R,20132014
2014-01-25,Los Angeles Kings,0,Anaheim Ducks,3,R,20132014
2014-01-25,San Jose Sharks,3,Minnesota Wild,2,R,20132014
2014-01-26,New Jersey Devils,3,New York Rangers,7,R,20132014
2014-01-26,Detroit Red Wings,4,Florida Panthers,5,R,20132014
2014-01-26,Chicago Blackhawks,1,Winnipeg Jets,3,R,20132014
2014-01-26,Vancouver Canucks,5,Phoenix Coyotes,4,R,20132014
2014-01-26,Edmonton Oilers,5,Nashville Predators,1,R,20132014
2014-01-27,New York Islanders,3,Boston Bruins,6,R,20132014
2014-01-27,Carolina Hurricanes,3,Columbus Blue Jackets,2,R,20132014
2014-01-27,Pittsburgh Penguins,3,Buffalo Sabres,0,R,20132014
2014-01-27,Dallas Stars,3,Colorado Avalanche,4,R,20132014
2014-01-27,Vancouver Canucks,2,Edmonton Oilers,4,R,20132014
2014-01-27,San Jose Sharks,0,Los Angeles Kings,1,R,20132014
2014-01-28,Boston Bruins,6,Florida Panthers,2,R,20132014
2014-01-28,Toronto Maple Leafs,3,Tampa Bay Lightning,2,R,20132014
2014-01-28,Philadelphia Flyers,5,Detroit Red Wings,0,R,20132014
2014-01-28,Columbus Blue Jackets,2,Ottawa Senators,3,R,20132014
2014-01-28,Buffalo Sabres,4,Washington Capitals,5,R,20132014
2014-01-28,Montréal Canadiens,3,Carolina Hurricanes,0,R,20132014
2014-01-28,St. Louis Blues,3,New Jersey Devils,0,R,20132014
2014-01-28,Winnipeg Jets,3,Nashville Predators,4,R,20132014
2014-01-28,Phoenix Coyotes,3,Los Angeles Kings,0,R,20132014
2014-01-28,Calgary Flames,5,Chicago Blackhawks,4,R,20132014
2014-01-28,Anaheim Ducks,2,Minnesota Wild,4,R,20132014
2014-01-29,New York Islanders,1,New York Rangers,2,R,20132014
2014-01-29,Edmonton Oilers,3,San Jose Sharks,0,R,20132014
2014-01-29,Vancouver Canucks,2,Chicago Blackhawks,5,R,20132014
2014-01-30,Boston Bruins,1,Montréal Canadiens,4,R,20132014
2014-01-30,Toronto Maple Leafs,6,Florida Panthers,3,R,20132014
2014-01-30,Columbus Blue Jackets,5,Washington Capitals,2,R,20132014
2014-01-30,Ottawa Senators,5,Tampa Bay Lightning,3,R,20132014
2014-01-30,Dallas Stars,2,New Jersey Devils,3,R,20132014
2014-01-30,Colorado Avalanche,5,Minnesota Wild,4,R,20132014
2014-01-30,Calgary Flames,4,San Jose Sharks,1,R,20132014
2014-01-30,Phoenix Coyotes,2,Buffalo Sabres,3,R,20132014
2014-01-30,Anaheim Ducks,5,Philadelphia Flyers,3,R,20132014
2014-01-30,Los Angeles Kings,1,Pittsburgh Penguins,4,R,20132014
2014-01-31,New York Rangers,4,New York Islanders,1,R,20132014
2014-01-31,Carolina Hurricanes,3,St. Louis Blues,1,R,20132014
2014-01-31,Detroit Red Wings,4,Washington Capitals,3,R,20132014
2014-01-31,Nashville Predators,3,New Jersey Devils,2,R,20132014
2014-01-31,Winnipeg Jets,4,Vancouver Canucks,3,R,20132014
2014-02-01,Boston Bruins,4,Edmonton Oilers,0,R,20132014
2014-02-01,Montréal Canadiens,1,Tampa Bay Lightning,2,R,20132014
2014-02-01,Colorado Avalanche,7,Buffalo Sabres,1,R,20132014
2014-02-01,Los Angeles Kings,0,Philadelphia Flyers,2,R,20132014
2014-02-01,Toronto Maple Leafs,6,Ottawa Senators,3,R,20132014
2014-02-01,Columbus Blue Jackets,4,Florida Panthers,1,R,20132014
2014-02-01,Phoenix Coyotes,3,Pittsburgh Penguins,1,R,20132014
2014-02-01,St. Louis Blues,4,Nashville Predators,3,R,20132014
2014-02-01,Anaheim Ducks,0,Dallas Stars,2,R,20132014
2014-02-01,Calgary Flames,4,Minnesota Wild,3,R,20132014
2014-02-01,San Jose Sharks,2,Chicago Blackhawks,1,R,20132014
2014-02-02,Washington Capitals,6,Detroit Red Wings,5,R,20132014
2014-02-02,Montréal Canadiens,1,Winnipeg Jets,2,R,20132014
2014-02-03,Buffalo Sabres,2,Edmonton Oilers,3,R,20132014
2014-02-03,Pittsburgh Penguins,2,Ottawa Senators,1,R,20132014
2014-02-03,Detroit Red Wings,2,Vancouver Canucks,0,R,20132014
2014-02-03,New Jersey Devils,1,Colorado Avalanche,2,R,20132014
2014-02-03,Anaheim Ducks,2,Columbus Blue Jackets,4,R,20132014
2014-02-03,Los Angeles Kings,3,Chicago Blackhawks,5,R,20132014
2014-02-03,San Jose Sharks,2,Philadelphia Flyers,5,R,20132014
2014-02-04,Boston Bruins,3,Vancouver Canucks,1,R,20132014
2014-02-04,New York Rangers,5,Colorado Avalanche,1,R,20132014
2014-02-04,Carolina Hurricanes,1,Winnipeg Jets,2,R,20132014
2014-02-04,Montréal Canadiens,2,Calgary Flames,0,R,20132014
2014-02-04,Florida Panthers,4,Toronto Maple Leafs,1,R,20132014
2014-02-04,Washington Capitals,0,New York Islanders,1,R,20132014
2014-02-04,St. Louis Blues,4,Ottawa Senators,5,R,20132014
2014-02-04,Minnesota Wild,2,Tampa Bay Lightning,1,R,20132014
2014-02-04,Phoenix Coyotes,1,Dallas Stars,3,R,20132014
2014-02-05,Buffalo Sabres,1,Pittsburgh Penguins,5,R,20132014
2014-02-05,Anaheim Ducks,0,Chicago Blackhawks,2,R,20132014
2014-02-05,San Jose Sharks,2,Dallas Stars,1,R,20132014
2014-02-06,New York Islanders,2,Calgary Flames,4,R,20132014
2014-02-06,New York Rangers,1,Edmonton Oilers,2,R,20132014
2014-02-06,Philadelphia Flyers,3,Colorado Avalanche,1,R,20132014
2014-02-06,Washington Capitals,4,Winnipeg Jets,2,R,20132014
2014-02-06,Montréal Canadiens,5,Vancouver Canucks,2,R,20132014
2014-02-06,Ottawa Senators,3,Buffalo Sabres,2,R,20132014
2014-02-06,Tampa Bay Lightning,1,Toronto Maple Leafs,4,R,20132014
2014-02-06,Florida Panthers,1,Detroit Red Wings,3,R,20132014
2014-02-06,St. Louis Blues,3,Boston Bruins,2,R,20132014
2014-02-06,Minnesota Wild,3,Nashville Predators,2,R,20132014
2014-02-06,Los Angeles Kings,2,Columbus Blue Jackets,1,R,20132014
2014-02-07,New Jersey Devils,2,Edmonton Oilers,1,R,20132014
2014-02-07,Pittsburgh Penguins,3,New York Rangers,4,R,20132014
2014-02-07,Carolina Hurricanes,5,Florida Panthers,1,R,20132014
2014-02-07,Phoenix Coyotes,2,Chicago Blackhawks,0,R,20132014
2014-02-07,San Jose Sharks,3,Columbus Blue Jackets,2,R,20132014
2014-02-08,Philadelphia Flyers,2,Calgary Flames,1,R,20132014
2014-02-08,St. Louis Blues,4,Winnipeg Jets,3,R,20132014
2014-02-08,Boston Bruins,7,Ottawa Senators,2,R,20132014
2014-02-08,Toronto Maple Leafs,3,Vancouver Canucks,1,R,20132014
2014-02-08,Carolina Hurricanes,1,Montréal Canadiens,4,R,20132014
2014-02-08,Tampa Bay Lightning,4,Detroit Red Wings,2,R,20132014
2014-02-08,New York Islanders,2,Colorado Avalanche,5,R,20132014
2014-02-08,Nashville Predators,2,Anaheim Ducks,5,R,20132014
2014-02-08,Dallas Stars,2,Phoenix Coyotes,1,R,20132014
2014-02-08,Washington Capitals,3,New Jersey Devils,0,R,20132014
2014-02-25,Buffalo Sabres,3,Carolina Hurricanes,2,R,20132014
2014-02-26,Buffalo Sabres,5,Boston Bruins,4,R,20132014
2014-02-26,Montréal Canadiens,1,Detroit Red Wings,2,R,20132014
2014-02-26,Colorado Avalanche,4,Los Angeles Kings,6,R,20132014
2014-02-26,Vancouver Canucks,1,St. Louis Blues,0,R,20132014
2014-02-27,New Jersey Devils,5,Columbus Blue Jackets,2,R,20132014
2014-02-27,New York Islanders,5,Toronto Maple Leafs,4,R,20132014
2014-02-27,New York Rangers,2,Chicago Blackhawks,1,R,20132014
2014-02-27,Philadelphia Flyers,3,San Jose Sharks,7,R,20132014
2014-02-27,Pittsburgh Penguins,5,Montréal Canadiens,6,R,20132014
2014-02-27,Ottawa Senators,1,Detroit Red Wings,6,R,20132014
2014-02-27,Florida Panthers,4,Washington Capitals,5,R,20132014
2014-02-27,Nashville Predators,3,Tampa Bay Lightning,2,R,20132014
2014-02-27,Winnipeg Jets,3,Phoenix Coyotes,2,R,20132014
2014-02-27,Dallas Stars,4,Carolina Hurricanes,1,R,20132014
2014-02-27,Calgary Flames,0,Los Angeles Kings,2,R,20132014
2014-02-27,Edmonton Oilers,0,Minnesota Wild,3,R,20132014
2014-02-28,Buffalo Sabres,4,San Jose Sharks,2,R,20132014
2014-02-28,Colorado Avalanche,4,Phoenix Coyotes,2,R,20132014
2014-02-28,Vancouver Canucks,1,Minnesota Wild,2,R,20132014
2014-02-28,Anaheim Ducks,1,St. Louis Blues,0,R,20132014
2014-03-01,Boston Bruins,2,Washington Capitals,4,R,20132014
2014-03-01,New York Islanders,1,New Jersey Devils,6,R,20132014
2014-03-01,Philadelphia Flyers,4,New York Rangers,2,R,20132014
2014-03-01,Columbus Blue Jackets,6,Florida Panthers,3,R,20132014
2014-03-01,Nashville Predators,1,Winnipeg Jets,3,R,20132014
2014-03-01,Dallas Stars,2,Tampa Bay Lightning,4,R,20132014
2014-03-01,Los Angeles Kings,3,Carolina Hurricanes,1,R,20132014
2014-03-01,Montréal Canadiens,4,Toronto Maple Leafs,3,R,20132014
2014-03-01,Chicago Blackhawks,5,Pittsburgh Penguins,1,R,20132014
2014-03-01,Edmonton Oilers,1,Calgary Flames,2,R,20132014
2014-03-02,Washington Capitals,4,Philadelphia Flyers,5,R,20132014
2014-03-02,New Jersey Devils,2,San Jose Sharks,4,R,20132014
2014-03-02,New York Islanders,3,Florida Panthers,5,R,20132014
2014-03-02,Vancouver Canucks,2,Ottawa Senators,4,R,20132014
2014-03-02,New York Rangers,3,Boston Bruins,6,R,20132014
2014-03-02,Anaheim Ducks,5,Carolina Hurricanes,3,R,20132014
2014-03-02,Colorado Avalanche,6,Tampa Bay Lightning,3,R,20132014
2014-03-02,Phoenix Coyotes,2,St. Louis Blues,4,R,20132014
2014-03-03,Toronto Maple Leafs,1,Columbus Blue Jackets,2,R,20132014
2014-03-03,Dallas Stars,3,Buffalo Sabres,2,R,20132014
2014-03-03,Minnesota Wild,3,Calgary Flames,2,R,20132014
2014-03-03,Los Angeles Kings,2,Montréal Canadiens,1,R,20132014
2014-03-04,Boston Bruins,4,Florida Panthers,1,R,20132014
2014-03-04,New Jersey Devils,4,Detroit Red Wings,3,R,20132014
2014-03-04,Columbus Blue Jackets,4,Dallas Stars,2,R,20132014
2014-03-04,Chicago Blackhawks,2,Colorado Avalanche,4,R,20132014
2014-03-04,St. Louis Blues,4,Tampa Bay Lightning,2,R,20132014
2014-03-04,Nashville Predators,1,Pittsburgh Penguins,3,R,20132014
2014-03-04,Winnipeg Jets,2,New York Islanders,3,R,20132014
2014-03-04,Phoenix Coyotes,1,Vancouver Canucks,0,R,20132014
2014-03-04,Edmonton Oilers,3,Ottawa Senators,2,R,20132014
2014-03-04,San Jose Sharks,2,Carolina Hurricanes,3,R,20132014
2014-03-05,New York Rangers,2,Toronto Maple Leafs,3,R,20132014
2014-03-05,Philadelphia Flyers,6,Washington Capitals,4,R,20132014
2014-03-05,Calgary Flames,4,Ottawa Senators,1,R,20132014
2014-03-05,Anaheim Ducks,3,Montréal Canadiens,4,R,20132014
2014-03-06,Winnipeg Jets,1,Los Angeles Kings,3,R,20132014
2014-03-06,Boston Bruins,3,Washington Capitals,0,R,20132014
2014-03-06,Tampa Bay Lightning,1,Buffalo Sabres,3,R,20132014
2014-03-06,Chicago Blackhawks,6,Columbus Blue Jackets,1,R,20132014
2014-03-06,Nashville Predators,1,St. Louis Blues,2,R,20132014
2014-03-06,Detroit Red Wings,2,Colorado Avalanche,3,R,20132014
2014-03-06,Dallas Stars,6,Vancouver Canucks,1,R,20132014
2014-03-06,Phoenix Coyotes,5,Montréal Canadiens,2,R,20132014
2014-03-06,Edmonton Oilers,3,New York Islanders,2,R,20132014
2014-03-06,San Jose Sharks,5,Pittsburgh Penguins,3,R,20132014
2014-03-07,Carolina Hurricanes,2,New York Rangers,4,R,20132014
2014-03-07,Detroit Red Wings,7,New Jersey Devils,4,R,20132014
2014-03-07,Florida Panthers,2,Buffalo Sabres,0,R,20132014
2014-03-07,Calgary Flames,4,New York Islanders,3,R,20132014
2014-03-07,Anaheim Ducks,2,Pittsburgh Penguins,3,R,20132014
2014-03-08,Colorado Avalanche,1,St. Louis Blues,2,R,20132014
2014-03-08,Winnipeg Jets,3,Ottawa Senators,5,R,20132014
2014-03-08,Toronto Maple Leafs,4,Philadelphia Flyers,3,R,20132014
2014-03-08,Tampa Bay Lightning,3,Boston Bruins,4,R,20132014
2014-03-08,New Jersey Devils,5,Carolina Hurricanes,4,R,20132014
2014-03-08,Washington Capitals,3,Phoenix Coyotes,2,R,20132014
2014-03-08,Nashville Predators,0,Columbus Blue Jackets,1,R,20132014
2014-03-08,Dallas Stars,4,Minnesota Wild,3,R,20132014
2014-03-08,Vancouver Canucks,2,Calgary Flames,1,R,20132014
2014-03-08,San Jose Sharks,4,Montréal Canadiens,0,R,20132014
2014-03-09,New York Rangers,3,Detroit Red Wings,0,R,20132014
2014-03-09,Florida Panthers,2,Boston Bruins,5,R,20132014
2014-03-09,Buffalo Sabres,1,Chicago Blackhawks,2,R,20132014
2014-03-09,Edmonton Oilers,2,Los Angeles Kings,4,R,20132014
2014-03-09,Minnesota Wild,2,St. Louis Blues,3,R,20132014
2014-03-10,Washington Capitals,2,Pittsburgh Penguins,3,R,20132014
2014-03-10,Ottawa Senators,3,Nashville Predators,4,R,20132014
2014-03-10,Tampa Bay Lightning,3,Phoenix Coyotes,4,R,20132014
2014-03-10,Colorado Avalanche,3,Winnipeg Jets,2,R,20132014
2014-03-10,Calgary Flames,2,Los Angeles Kings,3,R,20132014
2014-03-10,Vancouver Canucks,4,New York Islanders,7,R,20132014
2014-03-10,Anaheim Ducks,1,Toronto Maple Leafs,3,R,20132014
2014-03-11,Buffalo Sabres,1,Nashville Predators,4,R,20132014
2014-03-11,Philadelphia Flyers,1,New Jersey Devils,2,R,20132014
2014-03-11,Carolina Hurricanes,3,New York Rangers,1,R,20132014
2014-03-11,Columbus Blue Jackets,4,Detroit Red Wings,1,R,20132014
2014-03-11,Florida Panthers,1,Phoenix Coyotes,3,R,20132014
2014-03-11,Pittsburgh Penguins,2,Washington Capitals,0,R,20132014
2014-03-11,St. Louis Blues,2,Dallas Stars,3,R,20132014
2014-03-11,Minnesota Wild,3,Edmonton Oilers,4,R,20132014
2014-03-11,San Jose Sharks,6,Toronto Maple Leafs,2,R,20132014
2014-03-12,Winnipeg Jets,2,Vancouver Canucks,3,R,20132014
2014-03-12,Montréal Canadiens,1,Boston Bruins,4,R,20132014
2014-03-12,Colorado Avalanche,3,Chicago Blackhawks,2,R,20132014
2014-03-12,Calgary Flames,7,Anaheim Ducks,2,R,20132014
2014-03-13,Boston Bruins,2,Phoenix Coyotes,1,R,20132014
2014-03-13,Carolina Hurricanes,4,Buffalo Sabres,2,R,20132014
2014-03-13,Columbus Blue Jackets,3,San Jose Sharks,4,R,20132014
2014-03-13,Tampa Bay Lightning,5,Florida Panthers,4,R,20132014
2014-03-13,St. Louis Blues,6,Edmonton Oilers,2,R,20132014
2014-03-13,Minnesota Wild,2,New York Rangers,1,R,20132014
2014-03-13,Los Angeles Kings,2,Toronto Maple Leafs,3,R,20132014
2014-03-14,New York Islanders,3,San Jose Sharks,4,R,20132014
2014-03-14,Washington Capitals,4,Vancouver Canucks,3,R,20132014
2014-03-14,Detroit Red Wings,2,Edmonton Oilers,1,R,20132014
2014-03-14,Florida Panthers,5,New Jersey Devils,3,R,20132014
2014-03-14,Chicago Blackhawks,2,Nashville Predators,3,R,20132014
2014-03-14,Winnipeg Jets,2,New York Rangers,4,R,20132014
2014-03-14,Dallas Stars,3,Calgary Flames,4,R,20132014
2014-03-14,Colorado Avalanche,4,Anaheim Ducks,6,R,20132014
2014-03-15,Boston Bruins,5,Carolina Hurricanes,1,R,20132014
2014-03-15,Philadelphia Flyers,4,Pittsburgh Penguins,0,R,20132014
2014-03-15,Montréal Canadiens,5,Ottawa Senators,4,R,20132014
2014-03-15,Tampa Bay Lightning,3,New Jersey Devils,0,R,20132014
2014-03-15,New York Islanders,4,Buffalo Sabres,1,R,20132014
2014-03-15,Nashville Predators,1,St. Louis Blues,4,R,20132014
2014-03-15,Minnesota Wild,1,Columbus Blue Jackets,2,R,20132014
2014-03-15,Phoenix Coyotes,3,Calgary Flames,2,R,20132014
2014-03-15,Los Angeles Kings,1,Anaheim Ducks,2,R,20132014
2014-03-16,Pittsburgh Penguins,3,Philadelphia Flyers,4,R,20132014
2014-03-16,Florida Panthers,3,Vancouver Canucks,4,R,20132014
2014-03-16,Washington Capitals,4,Toronto Maple Leafs,2,R,20132014
2014-03-16,Carolina Hurricanes,1,Edmonton Oilers,2,R,20132014
2014-03-16,New York Rangers,0,San Jose Sharks,1,R,20132014
2014-03-16,Ottawa Senators,1,Colorado Avalanche,3,R,20132014
2014-03-16,Buffalo Sabres,0,Montréal Canadiens,2,R,20132014
2014-03-16,Chicago Blackhawks,4,Detroit Red Wings,1,R,20132014
2014-03-16,Winnipeg Jets,7,Dallas Stars,2,R,20132014
2014-03-17,Boston Bruins,4,Minnesota Wild,1,R,20132014
2014-03-17,Tampa Bay Lightning,4,Vancouver Canucks,3,R,20132014
2014-03-17,St. Louis Blues,3,Winnipeg Jets,1,R,20132014
2014-03-17,Los Angeles Kings,3,Phoenix Coyotes,4,R,20132014
2014-03-18,New Jersey Devils,2,Boston Bruins,4,R,20132014
2014-03-18,New York Islanders,0,Minnesota Wild,6,R,20132014
2014-03-18,Pittsburgh Penguins,5,Dallas Stars,1,R,20132014
2014-03-18,Columbus Blue Jackets,1,Carolina Hurricanes,3,R,20132014
2014-03-18,Montréal Canadiens,6,Colorado Avalanche,3,R,20132014
2014-03-18,Ottawa Senators,4,New York Rangers,8,R,20132014
2014-03-18,Detroit Red Wings,3,Toronto Maple Leafs,2,R,20132014
2014-03-18,Philadelphia Flyers,3,Chicago Blackhawks,2,R,20132014
2014-03-18,Calgary Flames,3,Buffalo Sabres,1,R,20132014
2014-03-18,Edmonton Oilers,5,Nashville Predators,1,R,20132014
2014-03-18,Anaheim Ducks,2,Washington Capitals,3,R,20132014
2014-03-18,San Jose Sharks,2,Florida Panthers,3,R,20132014
2014-03-19,Toronto Maple Leafs,3,Tampa Bay Lightning,5,R,20132014
2014-03-19,Chicago Blackhawks,4,St. Louis Blues,0,R,20132014
2014-03-19,Winnipeg Jets,5,Colorado Avalanche,4,R,20132014
2014-03-19,Vancouver Canucks,2,Nashville Predators,0,R,20132014
2014-03-20,New Jersey Devils,4,Minnesota Wild,3,R,20132014
2014-03-20,Philadelphia Flyers,4,Dallas Stars,2,R,20132014
2014-03-20,Montréal Canadiens,2,Columbus Blue Jackets,3,R,20132014
2014-03-20,Ottawa Senators,4,Tampa Bay Lightning,5,R,20132014
2014-03-20,Detroit Red Wings,5,Pittsburgh Penguins,4,R,20132014
2014-03-20,Edmonton Oilers,1,Buffalo Sabres,3,R,20132014
2014-03-20,Phoenix Coyotes,2,Florida Panthers,1,R,20132014
2014-03-20,Los Angeles Kings,2,Washington Capitals,1,R,20132014
2014-03-20,San Jose Sharks,3,Anaheim Ducks,2,R,20132014
2014-03-21,Columbus Blue Jackets,1,New York Rangers,3,R,20132014
2014-03-21,Chicago Blackhawks,3,Carolina Hurricanes,2,R,20132014
2014-03-21,Colorado Avalanche,0,Boston Bruins,2,R,20132014
2014-03-21,Calgary Flames,5,Nashville Predators,6,R,20132014
2014-03-22,Philadelphia Flyers,4,St. Louis Blues,1,R,20132014
2014-03-22,Pittsburgh Penguins,4,Tampa Bay Lightning,3,R,20132014
2014-03-22,Minnesota Wild,2,Detroit Red Wings,3,R,20132014
2014-03-22,Dallas Stars,3,Ottawa Senators,1,R,20132014
2014-03-22,Los Angeles Kings,4,Florida Panthers,0,R,20132014
2014-03-22,Winnipeg Jets,2,Carolina Hurricanes,3,R,20132014
2014-03-22,Toronto Maple Leafs,3,Montréal Canadiens,4,R,20132014
2014-03-22,New Jersey Devils,0,New York Rangers,2,R,20132014
2014-03-22,Phoenix Coyotes,2,Boston Bruins,4,R,20132014
2014-03-22,Edmonton Oilers,1,Calgary Flames,8,R,20132014
2014-03-22,San Jose Sharks,2,Washington Capitals,3,R,20132014
2014-03-23,New York Islanders,2,Columbus Blue Jackets,0,R,20132014
2014-03-23,Pittsburgh Penguins,0,St. Louis Blues,1,R,20132014
2014-03-23,Chicago Blackhawks,0,Nashville Predators,2,R,20132014
